Date,Department,Expense Type,Project,Amount (USD),Quantity,Vendor
2024-01-08,Finance,Maintenance,Project C,2511,17.0,
2024-08-16,Finance,Utilities,Project B,3138,14.0,VendorZ
2024-06-23,Exploration,Salaries,Project A,5821,15.0,
2024-11-20,Exploration,Utilities,Project A,5298,,VendorX
2024-08-06,Operations,Utilities,Project A,8945,,
2024-02-08,Exploration,Utilities,Project B,7761,,
2024-11-04,Exploration,Salaries,Project C,5553,,
2024-01-03,Exploration,Utilities,Project C,7526,4.0,VendorY
2024-09-15,Operations,Salaries,Project B,7943,,
2024-03-05,Exploration,Equipment,Project B,8168,11.0,
2024-02-22,Finance,Equipment,Project A,9539,,VendorY
2024-06-13,Operations,Equipment,Project A,8123,,VendorX
2024-11-27,Operations,Salaries,Project C,6744,,VendorY
2024-02-26,Operations,Salaries,Project A,8414,17.0,VendorX
2024-02-12,Exploration,Salaries,Project C,5352,3.0,VendorX
2024-01-07,Operations,Utilities,Project B,9963,15.0,
2024-04-02,Exploration,Salaries,Project A,2876,8.0,VendorX
2024-08-23,Finance,Salaries,Project B,8088,,VendorZ
2024-01-14,Operations,Maintenance,Project B,9748,6.0,
2024-08-13,Operations,Utilities,Project C,3096,7.0,
2024-07-27,Finance,Utilities,Project C,3240,,VendorZ
2024-03-23,Finance,Utilities,Project C,9287,,
2024-02-16,Operations,Maintenance,Project C,5959,4.0,VendorY
2024-11-21,Exploration,Salaries,Project B,1633,8.0,
2024-02-28,Exploration,Salaries,Project A,8712,,VendorX
2024-02-29,Exploration,Salaries,Project B,2551,14.0,VendorZ
2024-06-18,Finance,Maintenance,Project B,9044,,VendorZ
2024-09-15,Finance,Maintenance,Project B,1956,,
2024-01-10,Operations,Salaries,Project B,6914,16.0,VendorY
2024-03-03,Finance,Maintenance,Project C,8486,14.0,VendorY
2024-01-18,Operations,Equipment,Project A,4834,,VendorZ
2024-09-28,Exploration,Maintenance,Project C,6212,11.0,VendorY
2024-04-16,Operations,Utilities,Project A,2137,,
2024-06-07,Exploration,Maintenance,Project B,3050,2.0,
2024-10-08,Operations,Salaries,Project C,3346,9.0,VendorX
2024-07-30,Exploration,Maintenance,Project B,6652,18.0,
2024-10-15,Exploration,Maintenance,Project B,1872,,
2024-09-18,Operations,Salaries,Project B,7344,16.0,VendorY
2024-10-30,Operations,Salaries,Project B,5671,6.0,VendorZ
2024-11-23,Finance,Salaries,Project B,1454,,
2024-08-31,Operations,Equipment,Project B,9669,,
2024-02-21,Finance,Equipment,Project C,2538,,VendorY
2024-11-16,Finance,Maintenance,Project A,7577,13.0,
2024-02-28,Operations,Equipment,Project B,4722,,
2024-07-21,Operations,Maintenance,Project C,4727,19.0,
2024-08-14,Operations,Maintenance,Project B,3389,10.0,VendorX
2024-06-30,Finance,Maintenance,Project C,5577,,
2024-12-27,Operations,Maintenance,Project B,5962,,
2024-04-02,Exploration,Maintenance,Project A,4110,,VendorY
2024-08-23,Exploration,Equipment,Project C,8604,,VendorX
2024-07-27,Operations,Equipment,Project B,4689,20.0,VendorY
2024-11-15,Finance,Salaries,Project C,3044,15.0,VendorX
2024-12-12,Finance,Maintenance,Project A,9352,,VendorY
2024-10-03,Exploration,Equipment,Project A,7261,,
2024-02-18,Finance,Utilities,Project A,1535,,
2024-01-29,Exploration,Utilities,Project A,2984,,
2024-01-27,Finance,Maintenance,Project B,6235,,VendorX
2024-09-25,Finance,Salaries,Project C,4410,3.0,
2024-01-07,Exploration,Utilities,Project B,4425,,VendorY
2024-05-03,Operations,Equipment,Project A,8156,,
2024-03-09,Operations,Utilities,Project C,9804,,
2024-06-24,Exploration,Salaries,Project C,4295,8.0,VendorX
2024-06-07,Exploration,Utilities,Project A,1870,,VendorZ
2024-03-30,Finance,Equipment,Project A,7911,,
2024-07-03,Operations,Maintenance,Project B,4503,,VendorZ
2024-08-16,Exploration,Equipment,Project B,8885,1.0,
2024-02-28,Finance,Equipment,Project B,2224,10.0,
2024-08-21,Operations,Utilities,Project C,9477,5.0,
2024-10-06,Exploration,Utilities,Project B,1522,16.0,
2024-12-15,Finance,Salaries,Project B,2173,,
2024-01-25,Finance,Utilities,Project C,1086,,
2024-04-04,Exploration,Equipment,Project A,1055,4.0,VendorX
2024-12-05,Finance,Maintenance,Project C,9749,13.0,
2024-04-05,Finance,Equipment,Project C,7911,,
2024-01-04,Operations,Salaries,Project B,5555,,VendorY
2024-09-07,Exploration,Salaries,Project B,9720,8.0,VendorX
2024-05-01,Finance,Utilities,Project A,2810,,VendorZ
2024-03-15,Finance,Salaries,Project C,9142,11.0,
2024-08-07,Finance,Maintenance,Project A,7710,12.0,VendorX
2024-08-02,Exploration,Utilities,Project A,7639,,
2024-06-07,Operations,Maintenance,Project C,7744,20.0,
2024-09-30,Operations,Maintenance,Project A,5267,,
2024-07-19,Finance,Maintenance,Project A,7115,,
2024-06-01,Finance,Maintenance,Project C,4835,,
2024-08-11,Exploration,Maintenance,Project A,9100,14.0,VendorX
2024-09-29,Operations,Salaries,Project A,5379,,
2024-12-25,Finance,Maintenance,Project B,8311,12.0,
2024-12-21,Exploration,Equipment,Project A,5475,6.0,
2024-04-14,Finance,Salaries,Project C,8175,,VendorY
2024-07-09,Operations,Salaries,Project A,2594,15.0,
2024-01-26,Exploration,Utilities,Project C,8497,,VendorY
2024-05-17,Operations,Salaries,Project C,4704,10.0,
2024-01-14,Finance,Salaries,Project B,3750,19.0,
2024-04-30,Operations,Utilities,Project C,1996,,VendorX
2024-02-25,Exploration,Equipment,Project A,3675,13.0,
2024-06-06,Exploration,Utilities,Project A,9423,15.0,
2024-07-04,Exploration,Maintenance,Project C,6184,,
2024-05-26,Finance,Salaries,Project B,8557,,VendorX
2024-06-06,Finance,Equipment,Project A,4728,,VendorZ
2024-10-31,Operations,Maintenance,Project A,8665,,VendorX
2024-04-01,Exploration,Salaries,Project A,5347,,
2024-11-02,Finance,Maintenance,Project C,7672,,
2024-11-22,Finance,Maintenance,Project C,6953,,
2024-12-09,Exploration,Utilities,Project C,5367,,VendorX
2024-11-16,Operations,Equipment,Project C,5472,8.0,
2024-11-10,Exploration,Maintenance,Project A,3108,7.0,VendorX
2024-11-27,Exploration,Utilities,Project C,2692,,VendorY
2024-09-03,Finance,Salaries,Project C,3151,,VendorZ
2024-02-01,Exploration,Maintenance,Project C,8742,16.0,VendorZ
2024-11-10,Operations,Utilities,Project B,6006,16.0,VendorZ
2024-09-10,Finance,Utilities,Project A,6778,,VendorY
2024-01-10,Operations,Utilities,Project B,8858,,
2024-05-04,Finance,Salaries,Project C,6719,,
2024-11-08,Finance,Maintenance,Project A,4789,5.0,VendorX
2024-04-13,Operations,Salaries,Project C,4224,,VendorZ
2024-02-22,Operations,Utilities,Project A,7759,12.0,VendorY
2024-01-16,Finance,Utilities,Project C,7027,,
2024-07-16,Operations,Salaries,Project A,9381,,VendorX
2024-01-30,Finance,Equipment,Project C,8566,15.0,
2024-09-18,Operations,Maintenance,Project C,7245,,VendorY
2024-09-05,Exploration,Maintenance,Project B,8226,9.0,
2024-06-16,Exploration,Utilities,Project C,9007,2.0,
2024-02-13,Finance,Utilities,Project C,6552,,VendorY
2024-12-24,Finance,Utilities,Project A,1081,,VendorZ
2024-09-14,Exploration,Equipment,Project B,7393,10.0,
2024-02-09,Finance,Equipment,Project C,9634,10.0,VendorZ
2024-03-19,Operations,Salaries,Project A,8209,,
2024-03-05,Exploration,Equipment,Project C,5228,17.0,
2024-03-17,Finance,Utilities,Project B,7688,,
2024-08-14,Finance,Maintenance,Project C,5205,,
2024-01-23,Exploration,Equipment,Project C,9120,,
2024-06-21,Exploration,Equipment,Project A,8507,,
2024-07-17,Exploration,Maintenance,Project C,7310,3.0,
2024-05-16,Finance,Maintenance,Project A,7438,,VendorX
2024-03-17,Exploration,Salaries,Project C,7153,,VendorZ
2024-02-06,Exploration,Maintenance,Project A,4902,,
2024-04-29,Exploration,Equipment,Project A,2327,7.0,VendorX
2024-08-14,Operations,Maintenance,Project C,9834,,
2024-01-08,Finance,Equipment,Project B,4729,,VendorX
2024-09-13,Finance,Equipment,Project B,2987,,
2024-08-31,Exploration,Equipment,Project B,8979,18.0,
2024-01-13,Operations,Salaries,Project C,8286,,
2024-12-18,Finance,Utilities,Project C,2415,,
2024-02-17,Finance,Maintenance,Project C,3180,,VendorY
2024-11-10,Finance,Maintenance,Project C,9314,,
2024-06-30,Finance,Salaries,Project B,6951,,VendorX
2024-02-17,Exploration,Utilities,Project C,5609,8.0,
2024-12-11,Exploration,Salaries,Project C,8362,,
2024-11-29,Exploration,Salaries,Project C,8780,,VendorX
2024-12-21,Operations,Equipment,Project C,9922,20.0,
2024-06-04,Exploration,Utilities,Project A,3004,18.0,
2024-11-11,Finance,Salaries,Project B,1416,17.0,VendorX
2024-10-01,Operations,Equipment,Project B,3594,6.0,VendorX
2024-02-07,Finance,Utilities,Project C,5136,12.0,
2024-11-15,Finance,Utilities,Project A,7201,,
2024-07-14,Exploration,Utilities,Project C,5791,17.0,VendorZ
2024-10-23,Exploration,Equipment,Project B,3746,,VendorY
2024-03-06,Exploration,Maintenance,Project C,2399,3.0,
2024-03-31,Finance,Maintenance,Project C,1396,10.0,VendorZ
2024-09-05,Exploration,Maintenance,Project B,6593,,
2024-03-20,Finance,Utilities,Project C,1672,,
2024-04-27,Operations,Equipment,Project A,8555,12.0,
2024-03-22,Finance,Utilities,Project B,7420,20.0,VendorX
2024-12-13,Exploration,Utilities,Project A,8775,10.0,VendorZ
2024-08-25,Exploration,Utilities,Project B,5633,15.0,
2024-07-23,Operations,Equipment,Project C,1680,,VendorX
2024-02-11,Operations,Salaries,Project A,2654,8.0,
2024-09-03,Exploration,Utilities,Project C,4159,13.0,
2024-11-12,Operations,Maintenance,Project C,1207,,
2024-09-27,Finance,Equipment,Project A,3811,8.0,
2024-01-09,Operations,Equipment,Project A,5396,,
2024-03-27,Exploration,Maintenance,Project A,4711,,
2024-10-30,Finance,Maintenance,Project B,4179,,VendorX
2024-11-16,Operations,Salaries,Project A,9086,,VendorX
2024-12-08,Exploration,Maintenance,Project B,5982,,VendorX
2024-08-06,Finance,Maintenance,Project C,4749,20.0,
2024-12-05,Operations,Maintenance,Project C,7613,,
2024-11-20,Operations,Utilities,Project B,9331,1.0,
2024-11-20,Operations,Utilities,Project C,7685,,VendorX
2024-09-20,Exploration,Equipment,Project A,5153,6.0,VendorX
2024-07-11,Exploration,Utilities,Project C,8200,16.0,VendorY
2024-02-12,Exploration,Utilities,Project C,4062,,VendorY
2024-03-04,Exploration,Equipment,Project A,1473,13.0,VendorY
2024-01-27,Operations,Maintenance,Project A,3471,5.0,VendorY
2024-12-15,Exploration,Utilities,Project B,4669,14.0,
2024-05-05,Exploration,Equipment,Project B,4628,,
2024-09-03,Exploration,Maintenance,Project C,9661,,VendorX
2024-12-06,Finance,Salaries,Project A,5792,5.0,VendorZ
2024-08-09,Operations,Maintenance,Project B,1613,6.0,VendorX
2024-09-15,Exploration,Maintenance,Project C,1354,20.0,
2024-06-08,Operations,Salaries,Project A,5175,,VendorZ
2024-08-05,Operations,Maintenance,Project B,8014,7.0,
2024-09-20,Operations,Utilities,Project A,5745,11.0,
2024-09-23,Finance,Salaries,Project C,5273,1.0,VendorY
2024-09-22,Operations,Utilities,Project A,6844,8.0,
2024-11-28,Finance,Equipment,Project B,1574,8.0,
2024-04-22,Operations,Equipment,Project C,9652,3.0,VendorZ
2024-07-17,Exploration,Equipment,Project C,9106,,
2024-03-12,Finance,Salaries,Project C,8491,,
2024-03-01,Exploration,Equipment,Project A,9793,20.0,
2024-11-02,Operations,Maintenance,Project A,7760,6.0,
2024-09-28,Operations,Utilities,Project B,8699,,VendorX
2024-05-13,Operations,Equipment,Project B,4737,3.0,
2024-06-17,Exploration,Maintenance,Project B,8356,4.0,
2024-04-26,Finance,Equipment,Project B,7212,15.0,VendorX
2024-04-18,Operations,Maintenance,Project C,9712,,
2024-01-04,Exploration,Equipment,Project C,7856,,VendorZ
2024-12-10,Exploration,Salaries,Project A,9448,,VendorY
2024-12-28,Operations,Utilities,Project A,3735,5.0,
2024-06-25,Exploration,Maintenance,Project C,9189,10.0,
2024-09-24,Finance,Salaries,Project B,6077,11.0,VendorY
2024-12-25,Finance,Utilities,Project A,2999,,
2024-03-28,Operations,Equipment,Project A,8607,7.0,VendorX
2024-01-24,Exploration,Equipment,Project B,8022,11.0,
2024-10-06,Finance,Utilities,Project A,9557,15.0,VendorX
2024-05-09,Operations,Salaries,Project B,7847,,VendorZ
2024-03-09,Operations,Salaries,Project B,2829,16.0,VendorY
2024-07-28,Finance,Maintenance,Project A,6853,18.0,
2024-01-22,Exploration,Salaries,Project B,4955,,
2024-05-30,Finance,Equipment,Project A,7261,11.0,
2024-11-08,Exploration,Maintenance,Project A,5174,,
2024-09-23,Finance,Salaries,Project C,1096,6.0,VendorZ
2024-06-01,Exploration,Equipment,Project C,9330,19.0,VendorX
2024-05-04,Exploration,Utilities,Project B,4258,7.0,VendorZ
2024-07-13,Exploration,Salaries,Project C,7333,3.0,
2024-08-25,Operations,Maintenance,Project A,4920,,VendorY
2024-06-09,Operations,Maintenance,Project C,3153,5.0,VendorX
2024-01-30,Exploration,Utilities,Project C,5265,10.0,VendorZ
2024-06-05,Exploration,Salaries,Project B,9921,7.0,
2024-10-25,Exploration,Equipment,Project C,9210,,VendorY
2024-02-18,Exploration,Equipment,Project B,8874,2.0,
2024-10-25,Finance,Utilities,Project B,2727,,
2024-06-28,Operations,Maintenance,Project B,4610,8.0,VendorY
2024-02-11,Exploration,Utilities,Project C,4133,,
2024-11-12,Operations,Utilities,Project A,8419,1.0,VendorZ
2024-01-20,Operations,Equipment,Project A,6594,,VendorX
2024-06-17,Exploration,Salaries,Project B,6984,3.0,
2024-11-22,Finance,Maintenance,Project C,5804,,
2024-02-12,Finance,Salaries,Project C,6468,10.0,VendorX
2024-06-15,Finance,Salaries,Project A,4749,,
2024-09-22,Exploration,Equipment,Project C,6003,,VendorZ
2024-07-12,Exploration,Maintenance,Project A,7309,11.0,
2024-04-25,Operations,Utilities,Project B,7256,2.0,
2024-07-27,Finance,Equipment,Project B,1596,12.0,
2024-06-23,Exploration,Maintenance,Project C,9620,,VendorZ
2024-03-30,Operations,Salaries,Project A,3042,,
2024-01-07,Finance,Maintenance,Project B,8981,13.0,
2024-02-04,Finance,Utilities,Project C,1782,,VendorZ
2024-02-05,Finance,Salaries,Project B,2419,,VendorY
2024-12-13,Finance,Salaries,Project A,7304,15.0,
2024-09-13,Operations,Utilities,Project B,3626,7.0,VendorY
2024-01-10,Exploration,Maintenance,Project C,8103,,VendorZ
2024-10-16,Finance,Salaries,Project A,2222,11.0,VendorZ
2024-12-29,Exploration,Utilities,Project B,9957,,
2024-09-05,Exploration,Equipment,Project C,1479,10.0,VendorZ
2024-10-07,Operations,Salaries,Project C,5550,,
2024-06-08,Exploration,Salaries,Project C,2838,19.0,
2024-02-24,Operations,Salaries,Project B,3143,20.0,VendorZ
2024-02-07,Finance,Salaries,Project A,9211,18.0,VendorY
2024-01-16,Finance,Equipment,Project C,9783,,VendorZ
2024-01-23,Exploration,Salaries,Project B,3308,16.0,
2024-08-17,Finance,Maintenance,Project C,5380,,
2024-04-04,Exploration,Utilities,Project B,9472,10.0,VendorY
2024-03-26,Operations,Maintenance,Project B,8703,,
2024-12-29,Operations,Maintenance,Project A,7682,13.0,
2024-02-12,Exploration,Equipment,Project C,9805,,
2024-06-11,Exploration,Equipment,Project B,2692,,VendorZ
2024-07-03,Operations,Maintenance,Project A,3395,7.0,VendorY
2024-08-28,Finance,Salaries,Project A,8486,9.0,VendorY
2024-04-13,Finance,Maintenance,Project B,4921,12.0,
2024-04-29,Operations,Salaries,Project B,6946,11.0,
2024-12-30,Exploration,Utilities,Project B,9710,6.0,
2024-08-06,Exploration,Maintenance,Project C,7006,,VendorZ
2024-08-21,Operations,Utilities,Project B,3404,,VendorY
2024-12-07,Exploration,Maintenance,Project A,6095,18.0,
2024-10-16,Finance,Utilities,Project B,1500,6.0,VendorZ
2024-09-02,Finance,Salaries,Project A,4649,19.0,VendorY
2024-08-27,Operations,Utilities,Project B,8836,,
2024-05-11,Operations,Equipment,Project C,2451,,
2024-11-01,Exploration,Salaries,Project C,8533,7.0,
2024-09-19,Operations,Salaries,Project A,1519,,VendorZ
2024-01-12,Operations,Maintenance,Project A,3096,7.0,
2024-04-07,Operations,Equipment,Project A,5648,,
2024-11-07,Operations,Utilities,Project A,3916,4.0,VendorX
2024-04-25,Exploration,Utilities,Project C,1857,19.0,
2024-01-13,Finance,Maintenance,Project B,6842,,VendorY
2024-02-21,Exploration,Utilities,Project B,9107,,VendorY
2024-02-05,Finance,Salaries,Project B,4854,15.0,
2024-06-10,Operations,Maintenance,Project A,7250,18.0,
2024-11-01,Finance,Salaries,Project C,7979,7.0,
2024-08-12,Finance,Salaries,Project B,1596,,VendorX
2024-07-25,Finance,Utilities,Project B,3426,9.0,
2024-01-28,Operations,Maintenance,Project C,3210,16.0,VendorX
2024-04-06,Exploration,Equipment,Project B,6732,,VendorZ
2024-12-30,Finance,Utilities,Project A,6744,9.0,
2024-04-14,Finance,Utilities,Project C,2239,9.0,
2024-01-21,Finance,Salaries,Project A,5561,,VendorY
2024-07-06,Operations,Salaries,Project A,7217,,
2024-05-03,Finance,Utilities,Project C,7542,,VendorZ
2024-09-24,Operations,Salaries,Project C,9745,2.0,VendorX
2024-11-16,Finance,Maintenance,Project A,8141,,
2024-01-16,Operations,Salaries,Project A,9704,6.0,
2024-12-28,Operations,Salaries,Project C,9714,,VendorY
2024-09-18,Operations,Equipment,Project A,5055,,
2024-03-27,Exploration,Equipment,Project B,9485,,
2024-12-10,Operations,Utilities,Project C,5549,3.0,
2024-05-18,Operations,Equipment,Project A,6489,12.0,
2024-05-23,Exploration,Utilities,Project C,9363,10.0,VendorX
2024-07-30,Exploration,Salaries,Project C,5141,,VendorZ
2024-12-08,Operations,Utilities,Project C,8120,,VendorX
2024-10-14,Exploration,Salaries,Project A,3137,,
2024-10-30,Exploration,Utilities,Project A,3484,17.0,
2024-05-24,Operations,Equipment,Project A,4841,,VendorX
2024-09-09,Operations,Salaries,Project A,6784,19.0,VendorY
2024-08-10,Finance,Utilities,Project B,5368,,VendorZ
2024-10-09,Operations,Salaries,Project A,1687,,VendorZ
2024-05-15,Exploration,Utilities,Project C,4755,,VendorX
2024-04-12,Finance,Salaries,Project C,2635,,
2024-04-18,Finance,Equipment,Project C,2882,,VendorY
2024-09-01,Exploration,Utilities,Project B,5136,14.0,VendorY
2024-03-22,Finance,Equipment,Project C,2826,13.0,VendorX
2024-12-17,Operations,Salaries,Project C,7003,8.0,
2024-12-09,Operations,Maintenance,Project A,5116,18.0,
2024-05-25,Exploration,Salaries,Project A,6795,,
2024-01-10,Operations,Equipment,Project B,4034,,VendorX
2024-11-22,Operations,Equipment,Project C,2547,16.0,VendorZ
2024-03-21,Finance,Maintenance,Project B,9841,12.0,
2024-02-01,Exploration,Salaries,Project B,2826,8.0,
2024-11-01,Exploration,Salaries,Project A,7360,,
2024-12-29,Operations,Utilities,Project A,3763,,VendorY
2024-08-28,Finance,Maintenance,Project B,5182,17.0,
2024-10-06,Finance,Salaries,Project A,1273,,
2024-04-18,Exploration,Equipment,Project C,5225,12.0,VendorY
2024-08-03,Operations,Equipment,Project B,8695,12.0,VendorY
2024-06-30,Finance,Utilities,Project C,5080,,VendorZ
2024-08-25,Exploration,Utilities,Project A,3260,,
2024-03-17,Finance,Maintenance,Project A,7421,14.0,
2024-09-30,Operations,Maintenance,Project C,5387,,
2024-10-29,Finance,Salaries,Project A,4987,,
2024-05-27,Finance,Maintenance,Project C,9585,,
2024-08-07,Exploration,Salaries,Project A,4902,,
2024-10-05,Exploration,Equipment,Project C,5481,,VendorY
2024-04-17,Operations,Maintenance,Project A,5430,12.0,
2024-02-25,Finance,Equipment,Project C,3732,2.0,VendorY
2024-07-22,Operations,Equipment,Project B,7443,2.0,
2024-07-08,Finance,Equipment,Project C,3999,,
2024-07-02,Operations,Utilities,Project A,5662,7.0,
2024-11-07,Finance,Utilities,Project B,9187,,
2024-05-02,Operations,Equipment,Project A,6419,,VendorX
2024-09-19,Exploration,Equipment,Project C,7810,,
2024-03-26,Finance,Utilities,Project C,1278,,
2024-02-10,Finance,Maintenance,Project C,9055,,
2024-02-28,Finance,Utilities,Project B,7969,18.0,VendorX
2024-09-14,Operations,Utilities,Project B,7004,19.0,
2024-06-07,Finance,Utilities,Project A,5317,7.0,
2024-06-04,Operations,Equipment,Project A,1614,,VendorZ
2024-01-15,Finance,Maintenance,Project B,2759,6.0,VendorX
2024-05-13,Finance,Maintenance,Project A,7146,,VendorX
2024-01-03,Exploration,Salaries,Project B,1077,,VendorY
2024-07-11,Operations,Maintenance,Project A,3617,,VendorY
2024-09-18,Finance,Salaries,Project B,6288,,VendorY
2024-08-04,Finance,Maintenance,Project A,8155,,
2024-12-31,Operations,Equipment,Project C,8952,12.0,VendorZ
2024-11-04,Finance,Utilities,Project A,9509,,
2024-04-05,Finance,Maintenance,Project A,5101,9.0,VendorX
2024-02-01,Finance,Salaries,Project C,8465,,
2024-02-17,Exploration,Maintenance,Project A,3266,,VendorZ
2024-06-16,Finance,Equipment,Project C,1261,7.0,
2024-03-30,Finance,Utilities,Project B,9378,,
2024-12-30,Finance,Utilities,Project B,1981,,VendorZ
2024-09-01,Finance,Maintenance,Project B,7332,,VendorY
2024-04-09,Operations,Maintenance,Project B,4460,,
2024-09-30,Exploration,Equipment,Project C,1210,6.0,VendorZ
2024-03-13,Operations,Utilities,Project A,2994,,
2024-09-19,Finance,Salaries,Project C,6712,11.0,
2024-03-27,Exploration,Equipment,Project B,1647,17.0,
2024-11-01,Exploration,Maintenance,Project B,1217,,VendorX
2024-02-13,Exploration,Salaries,Project A,2688,12.0,VendorX
2024-10-03,Exploration,Equipment,Project B,6157,9.0,
2024-05-20,Finance,Equipment,Project C,6516,4.0,VendorY
2024-03-20,Finance,Equipment,Project A,5567,7.0,VendorZ
2024-10-01,Finance,Salaries,Project B,5725,,VendorX
2024-08-17,Finance,Equipment,Project C,2728,,VendorZ
2024-11-11,Exploration,Salaries,Project A,2763,,VendorZ
2024-08-17,Operations,Utilities,Project B,3811,,VendorY
2024-07-23,Exploration,Equipment,Project B,4510,13.0,VendorX
2024-11-04,Finance,Salaries,Project C,7490,,
2024-12-13,Exploration,Salaries,Project B,2681,,VendorY
2024-03-07,Finance,Equipment,Project C,9523,16.0,VendorX
2024-01-14,Exploration,Utilities,Project C,6406,19.0,VendorX
2024-06-16,Operations,Maintenance,Project C,8204,17.0,
2024-12-22,Finance,Salaries,Project B,7381,,VendorX
2024-01-26,Operations,Maintenance,Project A,7843,,
2024-07-23,Operations,Maintenance,Project B,2766,,VendorX
2024-03-03,Operations,Salaries,Project B,7375,,VendorY
2024-09-25,Exploration,Utilities,Project B,8261,,
2024-04-28,Operations,Equipment,Project C,7941,18.0,
2024-04-07,Finance,Equipment,Project A,7884,,VendorY
2024-03-20,Operations,Equipment,Project B,6608,20.0,
2024-03-02,Exploration,Equipment,Project A,9381,13.0,
2024-06-20,Operations,Salaries,Project C,4163,,
2024-03-01,Operations,Utilities,Project A,2064,8.0,VendorZ
2024-11-14,Finance,Utilities,Project B,4263,,VendorY
2024-04-08,Exploration,Equipment,Project A,1709,18.0,VendorY
2024-03-25,Operations,Utilities,Project A,1429,,
2024-07-13,Finance,Salaries,Project A,5182,,VendorX
2024-02-13,Finance,Salaries,Project B,2798,3.0,VendorY
2024-11-13,Finance,Maintenance,Project A,7608,,
2024-10-07,Exploration,Maintenance,Project C,7402,,
2024-05-05,Finance,Utilities,Project C,3890,,VendorX
2024-04-13,Operations,Salaries,Project C,3137,,VendorX
2024-05-15,Finance,Maintenance,Project A,6891,9.0,
2024-02-22,Finance,Utilities,Project A,4964,,VendorX
2024-08-13,Finance,Maintenance,Project B,2129,11.0,VendorX
2024-06-14,Operations,Utilities,Project A,5602,,
2024-06-24,Operations,Utilities,Project B,4625,,VendorZ
2024-09-29,Finance,Salaries,Project C,7385,,
2024-01-03,Finance,Maintenance,Project B,1646,,
2024-09-05,Finance,Utilities,Project B,9703,,VendorY
2024-12-17,Exploration,Utilities,Project A,1097,,VendorZ
2024-04-03,Operations,Equipment,Project C,8806,,
2024-12-13,Operations,Equipment,Project A,7331,,
2024-04-02,Operations,Utilities,Project A,3804,,
2024-04-10,Exploration,Maintenance,Project A,6729,,
2024-12-25,Operations,Salaries,Project C,6112,7.0,
2024-12-14,Exploration,Maintenance,Project C,6692,12.0,VendorX
2024-03-03,Exploration,Salaries,Project C,2325,14.0,VendorZ
2024-03-28,Operations,Salaries,Project A,3889,8.0,
2024-01-29,Operations,Salaries,Project A,5226,16.0,
2024-11-25,Exploration,Maintenance,Project C,4444,,VendorZ
2024-12-31,Finance,Utilities,Project A,4012,,
2024-04-29,Exploration,Salaries,Project C,1925,6.0,
2024-02-23,Operations,Salaries,Project A,7967,14.0,
2024-07-31,Finance,Equipment,Project A,6587,18.0,
2024-04-12,Operations,Maintenance,Project B,7344,16.0,VendorZ
2024-07-07,Exploration,Utilities,Project B,2433,7.0,
2024-05-28,Exploration,Salaries,Project B,7715,5.0,
2024-03-16,Exploration,Equipment,Project A,4845,18.0,VendorZ
2024-12-28,Finance,Equipment,Project A,5475,10.0,VendorX
2024-05-04,Finance,Maintenance,Project A,7033,,VendorZ
2024-07-29,Operations,Utilities,Project C,3622,,
2024-07-24,Operations,Equipment,Project B,3971,,VendorY
2024-11-03,Exploration,Equipment,Project C,5950,7.0,VendorY
2024-12-16,Exploration,Maintenance,Project B,2459,,
2024-06-06,Operations,Equipment,Project C,6433,,VendorX
2024-02-26,Exploration,Salaries,Project B,6068,,VendorZ
2024-05-10,Finance,Utilities,Project B,7731,,
2024-07-09,Finance,Equipment,Project B,4778,,VendorX
2024-05-17,Operations,Equipment,Project C,5331,2.0,
2024-06-03,Operations,Equipment,Project A,4346,,
2024-09-07,Exploration,Salaries,Project B,7355,4.0,
2024-06-27,Operations,Maintenance,Project A,4479,1.0,
2024-04-10,Operations,Utilities,Project A,9720,2.0,
2024-06-13,Operations,Equipment,Project A,5995,,
2024-11-02,Finance,Maintenance,Project C,6116,,VendorZ
2024-07-21,Exploration,Utilities,Project A,1268,,
2024-02-24,Exploration,Salaries,Project C,7806,,
2024-06-06,Exploration,Equipment,Project A,6113,,VendorX
2024-12-31,Operations,Equipment,Project A,1414,,VendorZ
2024-07-13,Finance,Maintenance,Project B,6849,,VendorX
2024-07-11,Operations,Equipment,Project A,8228,,VendorZ
2024-06-04,Operations,Utilities,Project A,9291,,
2024-12-02,Finance,Equipment,Project C,9055,7.0,
2024-12-23,Operations,Salaries,Project B,7280,,
2024-06-16,Operations,Equipment,Project B,1781,13.0,
2024-10-05,Exploration,Salaries,Project C,9719,16.0,
2024-05-23,Exploration,Maintenance,Project B,1004,13.0,VendorZ
2024-05-25,Exploration,Salaries,Project B,2203,7.0,
2024-01-29,Finance,Salaries,Project A,5031,,
2024-06-24,Finance,Maintenance,Project A,1274,14.0,VendorZ
2024-02-06,Operations,Utilities,Project B,4586,,
2024-06-29,Finance,Salaries,Project B,1379,,VendorY
2024-01-13,Operations,Maintenance,Project C,1529,,VendorY
2024-02-27,Operations,Equipment,Project C,1163,,VendorX
2024-04-04,Exploration,Equipment,Project A,8350,9.0,
2024-07-19,Exploration,Utilities,Project B,4408,,VendorY
2024-04-06,Finance,Maintenance,Project B,5522,20.0,
2024-08-26,Operations,Equipment,Project A,3028,,
2024-07-08,Exploration,Salaries,Project C,1072,13.0,VendorZ
2024-08-10,Finance,Equipment,Project C,9085,,VendorZ
