Transaction ID,Transaction Date,Department,Expense Type,Project,Vendor,Amount (USD),Quantity,Employee Name,Employee Department,Employee Position,Employee Salary (USD)
783,2024-05-19,Exploration,Maintenance,Project Alpha,Vendor B,2712,9,Employee 783,Finance,Engineer,57968
784,2022-12-30,Exploration,Research,Project Beta,Vendor B,3832,2,Employee 784,Operations,Manager,102965
785,2021-01-27,Logistics,Equipment,Project Alpha,Vendor A,1495,2,Employee 785,Exploration,Technician,48199
786,2024-11-05,Exploration,Research,Project Alpha,Vendor A,2987,11,Employee 786,Finance,Technician,53902
787,2023-05-27,HR,Equipment,Project Gamma,Vendor C,7154,15,Employee 787,Finance,Manager,93404
788,2022-10-21,HR,Salaries,Project Beta,Vendor B,6737,3,Employee 788,Operations,Engineer,45041
789,2024-04-15,Finance,Research,Project Gamma,Vendor C,1540,17,Employee 789,HR,Technician,90365
790,2024-12-10,Logistics,Equipment,Project Alpha,Vendor B,1712,17,Employee 790,HR,Manager,72815
791,2024-02-14,Operations,Maintenance,Project Gamma,Vendor B,6903,4,Employee 791,HR,Manager,50340
792,2024-02-08,Logistics,Equipment,Project Alpha,Vendor A,9513,15,Employee 792,Operations,Administrator,53267
793,2023-05-24,Finance,Equipment,Project Alpha,Vendor C,155,17,Employee 793,Logistics,Engineer,112687
794,2024-04-06,Finance,Research,Project Alpha,Vendor C,5706,8,Employee 794,HR,Manager,57047
795,2021-07-13,HR,Salaries,Project Gamma,Vendor A,6417,6,Employee 795,Finance,Engineer,79763
796,2022-02-20,Finance,Utilities,Project Beta,Vendor B,6546,14,Employee 796,Operations,Administrator,81796
797,2021-03-29,Logistics,Salaries,Project Beta,Vendor A,1120,10,Employee 797,Operations,Administrator,46214
798,2022-09-13,HR,Utilities,Project Alpha,Vendor A,6319,16,Employee 798,HR,Engineer,114113
799,2022-04-17,Exploration,Salaries,Project Alpha,Vendor A,2633,2,Employee 799,Finance,Manager,74491
800,2021-04-26,Exploration,Research,Project Alpha,Vendor A,6246,15,Employee 800,HR,Administrator,105920
801,2024-06-06,HR,Utilities,Project Beta,Vendor C,5075,19,Employee 801,Logistics,Manager,83066
802,2023-05-29,HR,Equipment,Project Alpha,Vendor A,716,17,Employee 802,Logistics,Technician,113927
803,2024-05-28,HR,Maintenance,Project Gamma,Vendor C,1364,15,Employee 803,HR,Technician,70390
804,2022-10-05,HR,Salaries,Project Alpha,Vendor A,4973,3,Employee 804,Operations,Manager,98747
805,2022-12-16,Exploration,Maintenance,Project Alpha,Vendor A,6642,4,Employee 805,Exploration,Administrator,48944
806,2023-01-24,Finance,Equipment,Project Beta,Vendor B,6558,5,Employee 806,Finance,Administrator,42942
807,2022-08-24,Finance,Salaries,Project Alpha,Vendor C,6014,15,Employee 807,Logistics,Administrator,111842
808,2023-05-20,Operations,Salaries,Project Alpha,Vendor B,9220,16,Employee 808,Finance,Technician,41419
809,2022-12-05,Logistics,Research,Project Gamma,Vendor A,971,19,Employee 809,Operations,Administrator,49825
810,2024-05-21,Finance,Research,Project Alpha,Vendor B,4629,18,Employee 810,Logistics,Technician,46925
811,2024-12-29,Exploration,Research,Project Gamma,Vendor B,6457,13,Employee 811,Operations,Manager,94518
812,2024-05-09,Logistics,Salaries,Project Beta,Vendor B,3437,7,Employee 812,Finance,Technician,61647
813,2022-08-02,Finance,Utilities,Project Alpha,Vendor B,8115,2,Employee 813,Logistics,Administrator,73708
814,2023-05-16,Operations,Equipment,Project Beta,Vendor C,3103,14,Employee 814,Operations,Manager,108597
815,2021-12-16,Operations,Equipment,Project Beta,Vendor B,823,17,Employee 815,Operations,Engineer,96162
816,2023-02-12,Logistics,Utilities,Project Gamma,Vendor B,1975,9,Employee 816,Finance,Administrator,55884
817,2021-04-24,Logistics,Equipment,Project Gamma,Vendor B,1792,13,Employee 817,Finance,Manager,59873
818,2023-12-09,Exploration,Research,Project Alpha,Vendor A,7909,3,Employee 818,Exploration,Engineer,109010
819,2022-06-30,Exploration,Equipment,Project Gamma,Vendor B,7416,10,Employee 819,Exploration,Technician,115935
820,2022-07-21,Exploration,Maintenance,Project Alpha,Vendor A,4863,20,Employee 820,Exploration,Technician,116139
821,2023-10-22,HR,Maintenance,Project Beta,Vendor C,4787,14,Employee 821,Logistics,Technician,77292
822,2024-01-25,Finance,Maintenance,Project Alpha,Vendor A,5470,9,Employee 822,Operations,Administrator,103030
823,2022-04-30,Logistics,Salaries,Project Gamma,Vendor A,868,10,Employee 823,HR,Administrator,117884
824,2024-10-29,HR,Salaries,Project Beta,Vendor A,7284,20,Employee 824,Logistics,Manager,58412
825,2022-08-05,Finance,Salaries,Project Beta,Vendor C,7488,4,Employee 825,Operations,Technician,52841
826,2022-01-13,Exploration,Maintenance,Project Beta,Vendor C,9547,7,Employee 826,Finance,Manager,40081
827,2024-06-25,Exploration,Research,Project Gamma,Vendor B,8590,16,Employee 827,HR,Manager,60049
828,2024-02-09,HR,Utilities,Project Gamma,Vendor B,3865,16,Employee 828,Exploration,Administrator,31809
829,2022-05-03,Exploration,Utilities,Project Gamma,Vendor A,1343,20,Employee 829,Logistics,Manager,85643
830,2021-09-19,Finance,Research,Project Gamma,Vendor A,7216,20,Employee 830,Operations,Manager,72381
831,2022-01-13,Exploration,Equipment,Project Alpha,Vendor C,5766,2,Employee 831,Logistics,Manager,65982
832,2021-05-03,Logistics,Salaries,Project Alpha,Vendor A,3582,10,Employee 832,HR,Administrator,81367
833,2022-09-21,Logistics,Salaries,Project Alpha,Vendor A,8211,13,Employee 833,HR,Administrator,81841
834,2022-07-15,HR,Equipment,Project Beta,Vendor C,922,7,Employee 834,Logistics,Technician,58417
835,2021-10-15,Finance,Maintenance,Project Alpha,Vendor B,3125,16,Employee 835,HR,Manager,82303
836,2022-07-16,Finance,Maintenance,Project Alpha,Vendor A,1853,3,Employee 836,HR,Manager,66261
837,2021-11-19,Operations,Utilities,Project Gamma,Vendor B,2683,19,Employee 837,Exploration,Manager,84379
838,2024-03-22,Finance,Research,Project Gamma,Vendor A,5942,12,Employee 838,Exploration,Engineer,101165
839,2024-11-24,Logistics,Utilities,Project Gamma,Vendor C,261,2,Employee 839,HR,Administrator,67449
840,2022-11-10,Exploration,Utilities,Project Gamma,Vendor C,5762,10,Employee 840,Logistics,Technician,70502
841,2024-11-21,Logistics,Maintenance,Project Beta,Vendor C,107,14,Employee 841,Logistics,Administrator,50754
842,2024-06-21,Exploration,Salaries,Project Gamma,Vendor B,5619,6,Employee 842,HR,Engineer,63866
843,2024-05-07,Exploration,Equipment,Project Alpha,Vendor A,3007,19,Employee 843,Finance,Administrator,83052
844,2024-12-09,Operations,Utilities,Project Beta,Vendor B,6488,16,Employee 844,Logistics,Administrator,78993
845,2023-07-16,Finance,Utilities,Project Alpha,Vendor C,3742,19,Employee 845,Exploration,Administrator,109088
846,2022-10-28,HR,Utilities,Project Beta,Vendor B,2679,19,Employee 846,Finance,Manager,95734
847,2022-10-13,Operations,Maintenance,Project Alpha,Vendor B,4998,10,Employee 847,Logistics,Technician,86303
848,2023-04-25,Finance,Maintenance,Project Gamma,Vendor B,9854,2,Employee 848,Logistics,Engineer,64837
849,2024-03-30,HR,Maintenance,Project Gamma,Vendor A,9724,10,Employee 849,Finance,Manager,93532
850,2022-05-19,Exploration,Equipment,Project Alpha,Vendor B,3229,11,Employee 850,Operations,Manager,114888
851,2021-11-02,Exploration,Maintenance,Project Beta,Vendor B,5798,7,Employee 851,Operations,Engineer,50185
852,2021-09-08,Operations,Equipment,Project Gamma,Vendor C,3380,14,Employee 852,HR,Manager,40420
853,2021-03-20,Exploration,Salaries,Project Gamma,Vendor C,1437,7,Employee 853,HR,Engineer,113709
854,2024-03-02,Finance,Salaries,Project Gamma,Vendor A,6451,8,Employee 854,Finance,Technician,91714
855,2022-08-10,HR,Utilities,Project Beta,Vendor C,9486,8,Employee 855,Logistics,Technician,34368
856,2024-12-12,Logistics,Equipment,Project Beta,Vendor A,3198,9,Employee 856,Logistics,Manager,30925
857,2023-03-17,Logistics,Maintenance,Project Gamma,Vendor B,3345,10,Employee 857,Exploration,Engineer,43606
858,2021-12-13,Exploration,Maintenance,Project Beta,Vendor A,1339,14,Employee 858,Operations,Manager,88594
859,2022-12-02,Logistics,Utilities,Project Beta,Vendor B,9972,12,Employee 859,Finance,Manager,66832
860,2022-06-27,Logistics,Maintenance,Project Beta,Vendor B,4408,20,Employee 860,Operations,Manager,61916
861,2021-04-06,Exploration,Salaries,Project Gamma,Vendor A,9804,15,Employee 861,Exploration,Manager,43862
862,2022-04-29,Finance,Salaries,Project Gamma,Vendor A,6850,9,Employee 862,Finance,Technician,119876
863,2021-03-12,Finance,Salaries,Project Alpha,Vendor B,2625,9,Employee 863,HR,Engineer,40300
864,2022-05-15,Finance,Maintenance,Project Beta,Vendor C,4361,5,Employee 864,Exploration,Technician,42214
865,2023-05-01,Exploration,Equipment,Project Beta,Vendor A,245,17,Employee 865,Finance,Engineer,48540
866,2022-11-23,Finance,Salaries,Project Alpha,Vendor C,2453,14,Employee 866,Operations,Technician,63941
867,2023-08-29,HR,Research,Project Alpha,Vendor A,6956,16,Employee 867,HR,Engineer,110295
868,2022-06-11,Logistics,Salaries,Project Gamma,Vendor A,1972,11,Employee 868,Logistics,Administrator,67051
869,2024-07-16,Finance,Research,Project Gamma,Vendor A,914,15,Employee 869,HR,Technician,71033
870,2024-02-12,Logistics,Maintenance,Project Beta,Vendor C,9659,7,Employee 870,Exploration,Administrator,87105
871,2021-07-07,Operations,Equipment,Project Alpha,Vendor C,4280,1,Employee 871,Logistics,Administrator,106525
872,2022-08-30,Operations,Research,Project Beta,Vendor B,138,6,Employee 872,Exploration,Engineer,89859
873,2023-06-08,Finance,Maintenance,Project Alpha,Vendor B,5896,18,Employee 873,HR,Administrator,87833
874,2021-06-04,HR,Maintenance,Project Gamma,Vendor C,3579,7,Employee 874,Logistics,Manager,85483
875,2022-04-17,Finance,Research,Project Gamma,Vendor C,3642,5,Employee 875,HR,Administrator,62696
876,2023-03-19,Exploration,Maintenance,Project Gamma,Vendor C,9778,12,Employee 876,Finance,Manager,59434
877,2023-09-26,Exploration,Utilities,Project Beta,Vendor A,804,13,Employee 877,HR,Technician,100920
878,2023-04-07,Exploration,Research,Project Gamma,Vendor A,8159,17,Employee 878,Logistics,Engineer,35868
879,2024-04-23,Finance,Research,Project Alpha,Vendor A,490,20,Employee 879,Operations,Technician,44145
880,2023-02-15,Operations,Salaries,Project Gamma,Vendor C,7352,19,Employee 880,Operations,Manager,62506
881,2022-02-17,Operations,Equipment,Project Beta,Vendor C,5549,17,Employee 881,Operations,Technician,75687
882,2021-11-03,Operations,Salaries,Project Gamma,Vendor B,5372,18,Employee 882,Operations,Administrator,71067
883,2023-05-31,Finance,Utilities,Project Beta,Vendor C,9352,6,Employee 883,Finance,Manager,70669
884,2024-05-13,HR,Salaries,Project Beta,Vendor C,188,18,Employee 884,Exploration,Administrator,90456
885,2023-07-06,HR,Maintenance,Project Beta,Vendor B,3724,2,Employee 885,Operations,Manager,106528
886,2023-02-17,Exploration,Research,Project Gamma,Vendor B,3061,12,Employee 886,Logistics,Manager,79332
887,2023-05-08,HR,Equipment,Project Beta,Vendor C,3317,11,Employee 887,HR,Engineer,42611
888,2021-11-28,HR,Maintenance,Project Alpha,Vendor C,1602,10,Employee 888,HR,Administrator,104856
889,2022-06-27,Operations,Salaries,Project Gamma,Vendor A,1749,1,Employee 889,HR,Engineer,87009
890,2022-07-16,HR,Research,Project Gamma,Vendor A,946,11,Employee 890,Exploration,Technician,117395
891,2021-09-11,Logistics,Maintenance,Project Gamma,Vendor C,236,20,Employee 891,Operations,Administrator,93053
892,2021-11-26,Operations,Research,Project Gamma,Vendor C,1673,15,Employee 892,Logistics,Technician,34291
893,2024-11-21,Exploration,Maintenance,Project Gamma,Vendor C,7872,7,Employee 893,Finance,Manager,91865
894,2024-09-03,Operations,Research,Project Gamma,Vendor C,316,18,Employee 894,Operations,Engineer,79157
895,2022-08-24,Operations,Maintenance,Project Gamma,Vendor B,4902,19,Employee 895,Finance,Manager,117577
896,2023-01-20,Exploration,Salaries,Project Beta,Vendor C,5963,8,Employee 896,Logistics,Engineer,61929
897,2021-03-08,Exploration,Maintenance,Project Gamma,Vendor B,1348,17,Employee 897,Logistics,Manager,88964
898,2022-10-11,Finance,Utilities,Project Gamma,Vendor B,3663,8,Employee 898,Finance,Technician,51345
899,2022-12-02,Finance,Salaries,Project Beta,Vendor C,9425,2,Employee 899,Logistics,Manager,113711
900,2023-05-31,Operations,Equipment,Project Beta,Vendor C,8678,18,Employee 900,HR,Technician,64612
901,2021-03-21,Logistics,Utilities,Project Alpha,Vendor A,4558,15,Employee 901,HR,Manager,50690
902,2022-09-21,Logistics,Maintenance,Project Beta,Vendor B,3941,16,Employee 902,Operations,Administrator,91441
903,2023-08-19,Finance,Equipment,Project Gamma,Vendor A,107,18,Employee 903,HR,Engineer,36774
904,2024-01-03,Exploration,Salaries,Project Alpha,Vendor B,9253,6,Employee 904,Finance,Technician,62999
905,2024-11-25,Exploration,Maintenance,Project Gamma,Vendor A,9530,19,Employee 905,Operations,Technician,76244
906,2021-07-01,HR,Salaries,Project Gamma,Vendor A,2882,3,Employee 906,HR,Engineer,113706
907,2024-07-18,Finance,Equipment,Project Alpha,Vendor B,1475,18,Employee 907,Exploration,Technician,111373
908,2024-07-22,Operations,Equipment,Project Gamma,Vendor C,6252,10,Employee 908,Exploration,Administrator,47267
909,2021-07-27,Finance,Research,Project Gamma,Vendor C,6145,20,Employee 909,Logistics,Administrator,73122
910,2021-02-12,Exploration,Research,Project Gamma,Vendor A,1260,7,Employee 910,Exploration,Engineer,74165
911,2021-09-08,Exploration,Research,Project Alpha,Vendor A,6989,14,Employee 911,Finance,Technician,62397
912,2022-04-21,Operations,Salaries,Project Beta,Vendor A,5597,14,Employee 912,Logistics,Administrator,117945
913,2023-01-19,Logistics,Research,Project Gamma,Vendor A,9928,16,Employee 913,Operations,Manager,93040
914,2021-07-24,Logistics,Maintenance,Project Gamma,Vendor C,3657,1,Employee 914,Operations,Engineer,64201
915,2022-10-22,Finance,Equipment,Project Alpha,Vendor A,2672,5,Employee 915,Operations,Administrator,54525
916,2022-01-16,HR,Research,Project Beta,Vendor A,4671,8,Employee 916,Logistics,Administrator,72788
917,2024-10-31,Exploration,Research,Project Alpha,Vendor B,9699,11,Employee 917,Exploration,Manager,66745
918,2021-12-03,Logistics,Utilities,Project Beta,Vendor A,6600,11,Employee 918,Operations,Administrator,108500
919,2023-07-25,Finance,Research,Project Beta,Vendor C,1320,7,Employee 919,HR,Engineer,65301
920,2021-10-20,Finance,Utilities,Project Beta,Vendor B,9302,8,Employee 920,HR,Engineer,44745
921,2022-12-29,Finance,Maintenance,Project Gamma,Vendor A,8724,10,Employee 921,HR,Technician,98956
922,2023-06-15,HR,Equipment,Project Alpha,Vendor C,4583,4,Employee 922,Logistics,Administrator,49426
923,2024-05-27,HR,Equipment,Project Gamma,Vendor A,3921,14,Employee 923,Logistics,Engineer,92110
924,2023-06-28,HR,Equipment,Project Alpha,Vendor B,8650,9,Employee 924,Finance,Administrator,34548
925,2023-03-07,Finance,Research,Project Gamma,Vendor A,1814,2,Employee 925,Finance,Manager,80574
926,2021-01-21,Exploration,Research,Project Alpha,Vendor A,1129,4,Employee 926,Logistics,Administrator,34180
927,2022-03-20,Operations,Maintenance,Project Alpha,Vendor C,7001,1,Employee 927,Finance,Administrator,86183
928,2024-03-04,Operations,Equipment,Project Beta,Vendor C,8408,9,Employee 928,Operations,Engineer,56791
929,2024-02-12,Exploration,Salaries,Project Gamma,Vendor C,5309,15,Employee 929,Exploration,Engineer,45225
930,2023-06-21,Operations,Utilities,Project Alpha,Vendor A,5001,2,Employee 930,HR,Engineer,41938
931,2023-05-20,Finance,Utilities,Project Gamma,Vendor B,7342,4,Employee 931,Operations,Engineer,55295
932,2022-01-13,Logistics,Research,Project Beta,Vendor A,4298,1,Employee 932,Finance,Engineer,84483
933,2022-04-25,Finance,Research,Project Gamma,Vendor C,2218,9,Employee 933,Operations,Manager,104374
934,2022-07-17,Finance,Maintenance,Project Beta,Vendor C,279,14,Employee 934,Finance,Engineer,98609
935,2022-11-22,Logistics,Maintenance,Project Alpha,Vendor C,3107,14,Employee 935,Finance,Administrator,36953
936,2022-10-30,Logistics,Utilities,Project Alpha,Vendor A,9803,17,Employee 936,Logistics,Technician,42853
937,2022-06-24,Operations,Equipment,Project Alpha,Vendor A,1130,5,Employee 937,HR,Administrator,58000
938,2022-07-25,Operations,Maintenance,Project Gamma,Vendor B,541,7,Employee 938,Exploration,Technician,116586
939,2024-06-06,Logistics,Salaries,Project Alpha,Vendor B,8710,7,Employee 939,HR,Administrator,46010
940,2024-04-22,HR,Equipment,Project Gamma,Vendor C,6270,15,Employee 940,Finance,Technician,112603
941,2023-11-14,Logistics,Utilities,Project Alpha,Vendor B,3217,3,Employee 941,Logistics,Manager,71434
942,2022-12-21,Logistics,Salaries,Project Beta,Vendor C,6929,9,Employee 942,Logistics,Engineer,45155
943,2024-10-14,Logistics,Maintenance,Project Beta,Vendor A,1540,17,Employee 943,Operations,Manager,115867
944,2023-04-02,Logistics,Salaries,Project Gamma,Vendor C,2849,3,Employee 944,HR,Engineer,42277
945,2023-01-18,HR,Research,Project Alpha,Vendor A,6777,3,Employee 945,Finance,Engineer,64328
946,2022-07-29,Exploration,Research,Project Alpha,Vendor A,6555,16,Employee 946,Logistics,Administrator,85638
947,2021-02-26,Operations,Research,Project Alpha,Vendor A,3536,11,Employee 947,HR,Engineer,70132
948,2024-08-13,Logistics,Research,Project Gamma,Vendor A,7742,6,Employee 948,Finance,Manager,63850
949,2023-09-17,HR,Maintenance,Project Gamma,Vendor C,8900,4,Employee 949,Exploration,Administrator,107351
950,2021-05-12,Finance,Research,Project Gamma,Vendor B,9995,7,Employee 950,Operations,Technician,35778
951,2023-11-25,Exploration,Research,Project Alpha,Vendor A,3433,14,Employee 951,Finance,Technician,35582
952,2023-02-05,Exploration,Maintenance,Project Alpha,Vendor C,8174,12,Employee 952,HR,Engineer,56979
953,2024-12-03,Logistics,Research,Project Gamma,Vendor C,8379,16,Employee 953,Exploration,Technician,82485
954,2021-07-09,Exploration,Equipment,Project Alpha,Vendor C,4423,18,Employee 954,Exploration,Manager,30469
955,2022-04-26,Logistics,Equipment,Project Beta,Vendor A,1193,8,Employee 955,Finance,Engineer,35850
956,2024-11-05,Logistics,Maintenance,Project Beta,Vendor C,4671,2,Employee 956,Exploration,Administrator,74869
957,2023-04-13,Logistics,Salaries,Project Beta,Vendor A,5315,14,Employee 957,Logistics,Manager,31780
958,2022-06-03,HR,Salaries,Project Alpha,Vendor C,3352,2,Employee 958,Operations,Technician,113533
959,2021-08-26,HR,Utilities,Project Beta,Vendor A,7334,16,Employee 959,HR,Engineer,52760
960,2022-04-30,HR,Salaries,Project Gamma,Vendor B,2413,15,Employee 960,Logistics,Engineer,41242
961,2021-06-22,Finance,Salaries,Project Beta,Vendor A,2857,3,Employee 961,Finance,Manager,84666
962,2022-06-29,Finance,Salaries,Project Beta,Vendor C,5056,4,Employee 962,Operations,Technician,107752
963,2021-11-27,Exploration,Salaries,Project Beta,Vendor C,4593,14,Employee 963,Finance,Administrator,86579
964,2022-04-26,Exploration,Maintenance,Project Alpha,Vendor B,1971,7,Employee 964,Logistics,Technician,117945
965,2021-12-03,Finance,Utilities,Project Beta,Vendor C,3909,2,Employee 965,Operations,Manager,75967
966,2021-11-18,HR,Research,Project Alpha,Vendor C,6035,13,Employee 966,Finance,Manager,101631
967,2021-11-30,Operations,Equipment,Project Gamma,Vendor A,795,15,Employee 967,HR,Engineer,88659
968,2022-02-04,Exploration,Maintenance,Project Gamma,Vendor A,2309,7,Employee 968,HR,Manager,42777
969,2024-08-19,Finance,Research,Project Beta,Vendor A,4165,8,Employee 969,Finance,Engineer,75290
970,2023-03-04,Operations,Research,Project Alpha,Vendor B,4211,3,Employee 970,Logistics,Manager,108867
971,2023-11-14,HR,Utilities,Project Gamma,Vendor A,9593,1,Employee 971,HR,Engineer,60377
972,2022-10-22,HR,Maintenance,Project Beta,Vendor C,5298,14,Employee 972,Operations,Manager,110693
973,2021-10-30,HR,Equipment,Project Beta,Vendor C,8653,11,Employee 973,Exploration,Engineer,53275
974,2022-12-31,Logistics,Research,Project Beta,Vendor A,3719,3,Employee 974,HR,Engineer,40021
975,2023-12-09,HR,Maintenance,Project Alpha,Vendor C,7151,11,Employee 975,Finance,Manager,89998
976,2022-10-04,Finance,Utilities,Project Alpha,Vendor C,5214,13,Employee 976,Finance,Administrator,37089
977,2022-02-15,Logistics,Research,Project Gamma,Vendor C,176,10,Employee 977,Logistics,Engineer,80818
978,2022-09-11,Logistics,Maintenance,Project Gamma,Vendor B,5961,6,Employee 978,HR,Administrator,58895
979,2022-07-24,Logistics,Maintenance,Project Gamma,Vendor C,4673,19,Employee 979,Operations,Technician,109930
980,2021-05-18,Finance,Maintenance,Project Alpha,Vendor A,9846,7,Employee 980,HR,Administrator,102887
981,2024-02-24,Exploration,Research,Project Gamma,Vendor C,140,8,Employee 981,Exploration,Technician,35556
982,2022-10-27,Finance,Equipment,Project Beta,Vendor A,2787,12,Employee 982,Finance,Technician,113153
983,2021-07-10,HR,Maintenance,Project Alpha,Vendor A,7562,10,Employee 983,HR,Manager,93043
984,2023-08-13,Operations,Research,Project Gamma,Vendor B,2520,14,Employee 984,Operations,Engineer,116064
985,2021-11-05,Exploration,Research,Project Beta,Vendor A,8727,9,Employee 985,HR,Technician,60366
986,2023-12-28,Operations,Equipment,Project Gamma,Vendor C,7803,15,Employee 986,Finance,Manager,99409
987,2023-12-02,Operations,Utilities,Project Alpha,Vendor C,944,4,Employee 987,Exploration,Manager,41538
988,2023-02-18,HR,Maintenance,Project Alpha,Vendor A,6494,16,Employee 988,Operations,Engineer,118392
989,2023-04-11,HR,Research,Project Beta,Vendor B,9736,8,Employee 989,HR,Technician,45222
990,2023-06-20,Finance,Utilities,Project Alpha,Vendor C,4074,14,Employee 990,Exploration,Administrator,98533
991,2023-11-20,Operations,Salaries,Project Beta,Vendor A,6258,20,Employee 991,Operations,Manager,36690
992,2021-08-22,Exploration,Research,Project Gamma,Vendor A,2674,13,Employee 992,Exploration,Administrator,94826
993,2022-01-07,Operations,Utilities,Project Beta,Vendor B,6346,16,Employee 993,Logistics,Engineer,63190
994,2024-12-10,Exploration,Salaries,Project Beta,Vendor A,5741,11,Employee 994,Operations,Administrator,102331
995,2022-10-28,HR,Salaries,Project Beta,Vendor A,5730,11,Employee 995,Logistics,Technician,115414
996,2022-07-09,Logistics,Equipment,Project Beta,Vendor B,2146,15,Employee 996,Finance,Manager,69933
997,2023-08-12,Exploration,Utilities,Project Beta,Vendor A,6441,1,Employee 997,Exploration,Administrator,89804
998,2023-11-03,Finance,Equipment,Project Alpha,Vendor C,6960,10,Employee 998,HR,Engineer,82025
999,2023-12-28,Exploration,Utilities,Project Beta,Vendor A,6031,6,Employee 999,HR,Manager,59487
1000,2024-07-19,Exploration,Salaries,Project Gamma,Vendor B,4426,19,Employee 1000,Exploration,Engineer,102971
